emp_no,first_name,last_name,title,from_date,to_date
39321,Arie,Wilfing,Engineer,8/12/1989,8/12/1995
39321,Arie,Wilfing,Senior Engineer,8/12/1995,1/1/9999
39323,Zita,Ratnaker,Engineer,4/8/1995,4/8/2002
39323,Zita,Ratnaker,Senior Engineer,4/8/2002,1/1/9999
39331,Evgueni,Tramer,Senior Staff,8/14/1990,1/1/9999
39333,Sastry,Danley,Senior Engineer,4/7/1989,1/1/9999
39337,Shaowen,Miake,Senior Engineer,4/30/1986,1/1/9999
39338,Leaf,Zuberek,Engineer,10/4/1990,10/4/1999
39338,Leaf,Zuberek,Senior Engineer,10/4/1999,1/1/9999
39342,Xumin,Rehfuss,Senior Engineer,4/19/1989,3/14/1999
39361,Gio,Cummings,Engineer,9/18/1992,9/18/1997
39361,Gio,Cummings,Senior Engineer,9/18/1997,1/1/9999
39363,Bingning,Hashii,Engineer,9/3/1996,1/1/9999
39365,Karlis,Bernardeschi,Engineer,2/11/1991,9/24/1992
39366,Yuqun,Baar,Engineer,2/28/1988,2/27/1993
39366,Yuqun,Baar,Senior Engineer,2/27/1993,1/1/9999
39368,Shigeo,Schaad,Engineer,7/5/1990,7/5/1995
39368,Shigeo,Schaad,Senior Engineer,7/5/1995,1/1/9999
39373,Rafael,Zambonelli,Senior Staff,7/24/1993,5/8/1995
39374,Zvonko,Maierhofer,Senior Staff,9/6/1990,1/1/9999
39375,Yagil,Schurmann,Senior Staff,5/16/1993,1/1/9999
39375,Yagil,Schurmann,Staff,5/16/1986,5/16/1993
39387,Kauko,Wegerle,Engineer,4/2/1994,1/1/9999
39394,Maia,Makrucki,Engineer,6/10/1991,6/10/1998
39394,Maia,Makrucki,Senior Engineer,6/10/1998,1/1/9999
39399,Adhemar,Teitelbaum,Engineer,11/27/1994,7/4/1998
39405,Toong,Millington,Engineer,5/24/1995,5/24/2002
39405,Toong,Millington,Senior Engineer,5/24/2002,1/1/9999
39406,Giordano,Giaccio,Technique Leader,8/1/1996,7/19/1997
39409,Zhilian,Leslie,Engineer,11/9/1990,11/9/1999
39409,Zhilian,Leslie,Senior Engineer,11/9/1999,1/1/9999
39415,Muneo,Vecchio,Staff,12/13/1999,3/16/2002
39416,Juichirou,Serot,Senior Staff,1/26/1990,1/1/9999
39419,Van,Swist,Senior Staff,3/19/1989,1/1/9999
39422,Radoslaw,Krogh,Staff,3/16/1996,1/1/9999
39423,Tiina,Przulj,Senior Engineer,10/13/1995,1/1/9999
39425,Deniz,Hashii,Engineer,7/24/1997,2/7/2001
39426,Bluma,Tanemo,Engineer,5/25/1989,5/25/1995
39426,Bluma,Tanemo,Senior Engineer,5/25/1995,1/1/9999
39429,Alassane,Sooriamurthi,Senior Engineer,8/21/1989,1/1/9999
39431,Phule,Thiran,Senior Staff,8/18/1997,1/1/9999
39431,Phule,Thiran,Staff,8/18/1990,8/18/1997
39433,Conor,Chleq,Senior Staff,12/6/1990,1/1/9999
39439,Lidong,Domenig,Senior Staff,6/1/1998,6/27/2002
39439,Lidong,Domenig,Staff,6/1/1989,6/1/1998
39443,Weidon,Ratnaker,Senior Staff,1/4/1992,1/1/9999
39444,Huican,Majewski,Senior Staff,6/1/2001,1/1/9999
39444,Huican,Majewski,Staff,6/1/1992,6/1/2001
39445,Bernt,Murtha,Staff,11/12/1999,1/1/9999
39447,Jinpo,Kroha,Engineer,9/14/1998,5/22/2002
39453,Hairong,Conti,Senior Staff,12/17/1996,1/1/9999
39456,Bojan,Malinowski,Staff,8/18/1993,8/9/1994
39462,Basil,Luit,Engineer,9/29/1985,9/29/1991
39462,Basil,Luit,Senior Engineer,9/29/1991,1/1/9999
39468,Yuqun,Demir,Engineer,7/21/1995,1/1/9999
39470,Henk,Veeraraghavan,Senior Staff,1/16/1994,1/19/1997
39474,Zorica,Kilgore,Senior Staff,6/21/1998,1/1/9999
39474,Zorica,Kilgore,Staff,6/21/1992,6/21/1998
39477,Phuoc,Zastre,Assistant Engineer,4/27/1992,4/27/2001
39477,Phuoc,Zastre,Engineer,4/27/2001,1/1/9999
39480,Trygve,Seghrouchni,Engineer,7/19/1992,7/19/2000
39480,Trygve,Seghrouchni,Senior Engineer,7/19/2000,1/1/9999
39481,Mokhtar,Ratnakar,Engineer,12/28/1993,12/28/1999
39481,Mokhtar,Ratnakar,Senior Engineer,12/28/1999,2/24/2002
39486,Brewster,Brandsma,Staff,6/22/1996,1/1/9999
39495,Idoia,Sudkamp,Engineer,10/31/1997,1/1/9999
39497,Richara,Peck,Engineer,8/22/1996,1/1/9999
39501,Jaana,Baalen,Assistant Engineer,9/1/1986,9/1/1991
39501,Jaana,Baalen,Engineer,9/1/1991,8/31/1996
39501,Jaana,Baalen,Senior Engineer,8/31/1996,1/1/9999
39505,Fumitake,Sooriamurthi,Assistant Engineer,12/21/1994,1/1/9999
39506,Hatsukazu,Lubachevsky,Engineer,4/29/1989,4/29/1997
39506,Hatsukazu,Lubachevsky,Senior Engineer,4/29/1997,1/1/9999
39507,Theron,Bondorf,Engineer,8/22/1995,1/1/9999
39518,Uma,Pfau,Engineer,4/25/1997,1/1/9999
39522,Syozo,Kushnir,Senior Staff,5/13/1989,9/2/1993
39523,Niclas,Snedden,Engineer,12/15/1993,1/1/9999
39526,Sadok,Rouquie,Senior Engineer,4/23/1987,1/1/9999
39529,Karoline,Menhoudj,Engineer,10/22/1989,10/22/1994
39529,Karoline,Menhoudj,Senior Engineer,10/22/1994,1/1/9999
39533,Urs,Pettit,Engineer,9/29/1999,1/1/9999
39534,Venkatesan,Trystram,Assistant Engineer,7/30/1985,7/30/1990
39534,Venkatesan,Trystram,Engineer,7/30/1990,7/30/1995
39534,Venkatesan,Trystram,Senior Engineer,7/30/1995,1/1/9999
39537,Shahid,Krupka,Engineer,9/2/1998,1/1/9999
39538,Szabolcs,Maraist,Senior Staff,2/1/2001,1/1/9999
39538,Szabolcs,Maraist,Staff,2/2/1995,2/1/2001
39543,Dekang,Schrift,Senior Staff,6/13/2001,1/1/9999
39543,Dekang,Schrift,Staff,6/14/1995,6/13/2001
39547,Jouko,Schiettecatte,Engineer,9/4/1993,9/4/2000
39547,Jouko,Schiettecatte,Senior Engineer,9/4/2000,1/1/9999
39559,Youssef,Shobatake,Staff,10/26/1997,12/2/1997
39571,Chenxi,Masaki,Senior Staff,7/1/2001,1/1/9999
39571,Chenxi,Masaki,Staff,7/2/1995,7/1/2001
39572,Kiyomitsu,Unno,Senior Engineer,8/2/1996,7/13/2001
39587,Irena,Hoppenstand,Assistant Engineer,12/22/1985,12/22/1992
39587,Irena,Hoppenstand,Engineer,12/22/1992,12/23/1999
39587,Irena,Hoppenstand,Senior Engineer,12/23/1999,1/1/9999
39589,Janche,Murtafg,Engineer,8/1/1989,8/1/1994
39589,Janche,Murtafg,Senior Engineer,8/1/1994,1/1/9999
39593,Ziya,Pellegrinelli,Staff,3/29/1997,1/1/9999
39595,Vishv,Ramras,Engineer,3/19/1992,3/19/1998
39595,Vishv,Ramras,Senior Engineer,3/19/1998,1/1/9999
39599,Rafael,Tsunoo,Staff,7/23/1999,1/1/9999
39600,Ugo,Kawashimo,Engineer,4/30/1995,4/29/2000
39600,Ugo,Kawashimo,Senior Engineer,4/29/2000,1/1/9999
39601,Izaskun,Zockler,Engineer,4/5/1991,6/19/1998
39603,Shugo,Pelc,Senior Staff,3/25/1997,1/1/9999
39603,Shugo,Pelc,Staff,3/25/1992,3/25/1997
39608,Leni,Ibel,Technique Leader,3/2/1988,4/17/1990
39609,Takushi,Raney,Engineer,5/19/1999,1/1/9999
39612,Lubomir,Asrin,Senior Staff,5/13/1999,1/1/9999
39616,Marjo,Bael,Engineer,11/9/1986,5/1/1988
39624,Matt,Budinsky,Senior Staff,12/23/1997,1/1/9999
39629,Susanne,Rosin,Engineer,10/29/1992,9/14/2000
39630,Mototsugu,Neiman,Senior Staff,6/24/1991,1/1/9999
39631,Jiafu,Simmel,Senior Staff,12/10/1985,1/1/9999
39633,Kirk,Vakili,Senior Staff,10/2/1997,7/12/1998
39636,Muzhong,Deville,Senior Staff,11/12/1996,1/1/9999
39636,Muzhong,Deville,Staff,11/12/1988,11/12/1996
39637,Stafford,Larfeldt,Engineer,6/19/1995,8/13/1996
39640,Fox,Wroclawski,Engineer,7/4/1993,7/4/2002
39640,Fox,Wroclawski,Senior Engineer,7/4/2002,1/1/9999
39644,Jouni,Nastansky,Senior Staff,11/14/1996,1/1/9999
39644,Jouni,Nastansky,Staff,11/15/1990,11/14/1996
39646,Ayakannu,Tagansky,Senior Staff,3/6/1996,1/1/9999
39647,Aamer,Massonet,Engineer,11/26/1996,1/1/9999
39648,Gad,Lanphier,Senior Staff,4/11/1997,1/1/9999
39652,Kitty,Keirsey,Engineer,5/22/1985,5/22/1994
39652,Kitty,Keirsey,Senior Engineer,5/22/1994,1/1/9999
39654,Gad,Tramer,Senior Engineer,10/4/1989,1/1/9999
39655,Larisa,Kaiser,Senior Engineer,1/30/1995,11/16/1996
39656,Annemarie,Nannarelli,Senior Staff,2/7/1995,1/1/9999
39656,Annemarie,Nannarelli,Staff,2/7/1987,2/7/1995
39657,Eran,Fortenbacher,Engineer,11/8/1990,11/7/1996
39657,Eran,Fortenbacher,Senior Engineer,11/7/1996,1/1/9999
39658,Cullen,Flexer,Assistant Engineer,11/1/1988,11/2/1995
39658,Cullen,Flexer,Engineer,11/2/1995,1/1/9999
39662,Honglan,Birrer,Staff,6/2/1989,8/21/1992
39668,Xiong,Baumann,Staff,8/3/1994,3/8/1995
39669,Toshiko,Jakobus,Senior Staff,11/2/1997,1/1/9999
39671,Chenye,Hanabata,Senior Staff,2/28/1999,1/1/9999
39671,Chenye,Hanabata,Staff,2/28/1992,2/28/1999
39674,JoAnna,Atrawala,Engineer,4/4/1998,1/1/9999
39675,Yakichi,Szemeredi,Engineer,12/13/1994,1/1/9999
39678,Chiradeep,Waeselynck,Senior Staff,7/15/2001,1/1/9999
39678,Chiradeep,Waeselynck,Staff,7/15/1994,7/15/2001
39683,Vitaly,Veccia,Engineer,1/3/2000,1/1/9999
39684,Kokou,Dratva,Senior Staff,8/9/1995,1/1/9999
39684,Kokou,Dratva,Staff,8/9/1987,8/9/1995
39689,Ziya,Parveen,Staff,9/3/1997,1/1/9999
39693,Nitsan,Perin,Senior Engineer,9/10/1994,1/1/9999
39695,Billur,Preusig,Senior Staff,5/6/1995,6/21/1995
39695,Billur,Preusig,Staff,5/6/1986,5/6/1995
39697,Siddarth,Improta,Engineer,9/13/1997,1/1/9999
39704,Hatim,Junet,Engineer,6/6/1994,6/6/1999
39704,Hatim,Junet,Senior Engineer,6/6/1999,1/1/9999
39705,Kinh,Vidal,Engineer,11/12/1985,11/12/1992
39705,Kinh,Vidal,Senior Engineer,11/12/1992,1/1/9999
39706,Karoline,Perfilyeva,Senior Staff,8/15/1998,1/1/9999
39706,Karoline,Perfilyeva,Staff,8/15/1992,8/15/1998
39707,Khun,Zucker,Engineer,3/20/1990,10/1/1998
39712,Chirstian,Muchinsky,Senior Staff,10/30/1995,1/1/9999
39712,Chirstian,Muchinsky,Staff,10/30/1988,10/30/1995
39717,Josyula,Figueira,Engineer,7/30/1991,7/30/1998
39717,Josyula,Figueira,Senior Engineer,7/30/1998,1/1/9999
39718,Aron,Zedlitz,Staff,1/25/1998,2/21/1999
39719,Yagil,Unno,Staff,2/4/1997,1/1/9999
39721,Ulises,Mellouli,Engineer,5/9/1993,5/9/1998
39721,Ulises,Mellouli,Senior Engineer,5/9/1998,1/1/9999
39724,Suzette,Pargaonkar,Engineer,9/29/1994,9/29/1999
39724,Suzette,Pargaonkar,Senior Engineer,9/29/1999,1/1/9999
39729,Fan,Awdeh,Engineer,6/21/1986,6/21/1993
39729,Fan,Awdeh,Senior Engineer,6/21/1993,1/1/9999
39730,Shirish,Mattern,Engineer,4/17/1985,4/17/1990
39730,Shirish,Mattern,Senior Engineer,4/17/1990,1/1/9999
39735,Morris,Ashish,Engineer,1/28/1998,1/1/9999
39738,Arvin,Gerteisen,Engineer,10/19/1994,1/1/9999
39743,Leucio,Piazza,Engineer,9/6/1992,9/6/2000
39743,Leucio,Piazza,Senior Engineer,9/6/2000,1/1/9999
39747,Pohua,Montresor,Engineer,3/25/1988,3/25/1996
39747,Pohua,Montresor,Senior Engineer,3/25/1996,1/1/9999
39749,Bokyung,Berztiss,Engineer,5/10/1991,5/10/1999
39749,Bokyung,Berztiss,Senior Engineer,5/10/1999,1/1/9999
39753,Filipe,Norsworthy,Senior Staff,7/25/1995,1/1/9999
39753,Filipe,Norsworthy,Staff,7/25/1990,7/25/1995
39756,Dmitri,Litecky,Senior Staff,3/15/1994,1/1/9999
39756,Dmitri,Litecky,Staff,3/15/1985,3/15/1994
39759,Faiza,Varker,Senior Staff,5/1/1988,1/1/9999
39777,Shuho,Pusterhofer,Senior Staff,2/19/2002,1/1/9999
39777,Shuho,Pusterhofer,Staff,2/19/1997,2/19/2002
39780,Alain,Gyorkos,Technique Leader,6/5/1989,1/1/9999
39783,Rasikan,Gustavson,Engineer,2/23/1995,2/23/2002
39783,Rasikan,Gustavson,Senior Engineer,2/23/2002,1/1/9999
39784,Venkatesan,Ossenbruggen,Senior Staff,11/4/1986,1/1/9999
39787,Bernardo,Bolotov,Assistant Engineer,10/9/1990,10/9/1995
39787,Bernardo,Bolotov,Engineer,10/9/1995,10/8/2000
39787,Bernardo,Bolotov,Senior Engineer,10/8/2000,1/1/9999
39793,Troy,Hiltgen,Senior Staff,1/16/1991,1/1/9999
39797,Stella,Tyugu,Staff,9/20/1997,4/25/2002
39801,Shaowei,Honglei,Engineer,6/29/1991,6/28/2000
39801,Shaowei,Honglei,Senior Engineer,6/28/2000,1/1/9999
39804,Troy,Aseltine,Engineer,9/22/1994,1/1/9999
39806,Shuzo,Rosenbaum,Senior Staff,5/27/2000,1/1/9999
39806,Shuzo,Rosenbaum,Staff,5/27/1993,5/27/2000
39808,Tayeb,Varley,Engineer,3/30/1987,7/22/1989
39809,Doohun,Lund,Senior Engineer,10/10/1992,1/1/9999
39810,Rimli,Chinal,Engineer,8/2/1999,1/1/9999
39812,Marit,Peres,Assistant Engineer,9/18/1994,1/1/9999
39820,Willard,Range,Senior Engineer,2/14/1988,1/1/9999
39821,Percy,Schwartzbauer,Senior Staff,7/13/2000,1/1/9999
39821,Percy,Schwartzbauer,Staff,7/14/1991,7/13/2000
39840,Gregory,Demian,Engineer,11/17/1994,11/17/1999
39840,Gregory,Demian,Senior Engineer,11/17/1999,1/1/9999
39842,Terresa,Krybus,Engineer,8/27/1990,2/6/1992
39844,Arco,Asser,Engineer,6/5/1987,6/4/1996
39844,Arco,Asser,Senior Engineer,6/4/1996,2/15/1997
39846,Shawna,Riesenhuber,Senior Staff,4/8/1997,1/1/9999
39846,Shawna,Riesenhuber,Staff,4/8/1989,4/8/1997
39852,Willard,Guenter,Senior Staff,9/10/1991,1/1/9999
39852,Willard,Guenter,Staff,9/10/1986,9/10/1991
39853,Abdelaziz,Merey,Engineer,6/27/1995,1/1/9999
39854,Sanjay,McClurg,Engineer,11/21/1995,11/20/2001
39854,Sanjay,McClurg,Senior Engineer,11/20/2001,1/1/9999
39858,Waiman,Hettesheimer,Senior Staff,6/24/1997,1/1/9999
39859,Mingsen,Covnot,Engineer,2/3/1986,2/3/1991
39859,Mingsen,Covnot,Senior Engineer,2/3/1991,9/10/2001
39861,Kshitij,Rissland,Senior Engineer,10/10/1993,1/1/9999
39866,Xiaoqiu,McFarlan,Engineer,6/18/1994,6/18/1999
39866,Xiaoqiu,McFarlan,Senior Engineer,6/18/1999,1/1/9999
39868,Adas,Tomescu,Engineer,4/18/1986,4/18/1991
39868,Adas,Tomescu,Senior Engineer,4/18/1991,1/1/9999
39870,Paddy,Ghazalie,Senior Staff,10/27/1999,1/1/9999
39870,Paddy,Ghazalie,Staff,10/27/1993,10/27/1999
39873,Kankanahalli,Joslin,Engineer,2/28/1991,2/28/1998
39873,Kankanahalli,Joslin,Senior Engineer,2/28/1998,1/1/9999
39875,Jaideep,Magliocco,Staff,1/24/1999,1/1/9999
39876,Quingbo,Llado,Senior Engineer,3/30/1993,1/1/9999
39880,Turgut,Karunanithi,Senior Staff,11/13/1995,1/1/9999
39880,Turgut,Karunanithi,Staff,11/13/1989,11/13/1995
39883,Moriyoshi,Luan,Engineer,6/6/1994,6/6/2002
39883,Moriyoshi,Luan,Senior Engineer,6/6/2002,1/1/9999
39884,Eldridge,Decaestecker,Technique Leader,4/4/1996,1/1/9999
39889,Pranav,Menhoudj,Senior Staff,3/11/1987,1/1/9999
39890,Sanjai,Valiente,Senior Staff,12/7/1986,1/1/9999
39895,Heon,Baaz,Staff,9/18/1997,1/1/9999
39900,Adas,Schach,Technique Leader,7/14/1996,1/1/9999
39903,Kayoko,Foong,Staff,4/25/1996,6/25/1999
39908,Yaghout,Redmiles,Senior Engineer,4/2/1990,1/1/9999
39909,Nectarios,Ozeki,Senior Staff,6/29/1994,1/1/9999
39909,Nectarios,Ozeki,Staff,6/29/1988,6/29/1994
39914,Anyuan,Syrzycki,Engineer,12/2/1991,12/4/1997
39915,Yefim,Junot,Senior Staff,7/23/2001,1/1/9999
39915,Yefim,Junot,Staff,7/23/1993,7/23/2001
39917,Guoxiang,Besselaar,Assistant Engineer,7/26/1987,7/26/1994
39917,Guoxiang,Besselaar,Engineer,7/26/1994,7/26/2001
39917,Guoxiang,Besselaar,Senior Engineer,7/26/2001,1/1/9999
39918,Shahar,Laventhal,Senior Staff,2/20/1994,1/1/9999
39918,Shahar,Laventhal,Staff,2/20/1989,2/20/1994
39925,Doohun,Asrin,Senior Engineer,3/13/1999,1/1/9999
39926,Ebbe,Fargier,Assistant Engineer,9/14/1999,10/7/2000
39930,Kitty,Paludetto,Senior Staff,11/28/1997,1/1/9999
39930,Kitty,Paludetto,Staff,11/28/1990,11/28/1997
39933,Deborah,Bennet,Staff,9/6/1998,9/7/2000
39940,Kazuhisa,Hiraishi,Engineer,9/23/1987,9/22/1993
39940,Kazuhisa,Hiraishi,Senior Engineer,9/22/1993,1/1/9999
39941,Gino,Tanemo,Technique Leader,2/16/1986,1/1/9999
39942,Mary,Hofmeyr,Technique Leader,3/6/1998,4/12/1998
39946,Mara,McAlpine,Senior Staff,10/18/1998,1/1/9999
39946,Mara,McAlpine,Staff,10/18/1991,10/18/1998
39949,Ziya,Schlegelmilch,Engineer,11/18/1986,11/18/1993
39949,Ziya,Schlegelmilch,Senior Engineer,11/18/1993,1/1/9999
39954,Rildo,Baek,Staff,4/16/1985,10/20/1993
39955,Shigeaki,Erde,Senior Staff,11/13/2001,1/1/9999
39955,Shigeaki,Erde,Staff,11/13/1996,11/13/2001
39959,Christophe,Varley,Engineer,4/13/1999,1/1/9999
39960,Tomokazu,Wallrath,Senior Staff,3/20/1997,5/16/1999
39966,Utpal,Beidas,Senior Staff,5/29/1994,1/1/9999
39966,Utpal,Beidas,Staff,5/29/1988,5/29/1994
39967,Danel,Gluchowski,Engineer,7/11/1990,7/10/1996
39967,Danel,Gluchowski,Senior Engineer,7/10/1996,1/1/9999
39968,Parto,Capobianchi,Engineer,6/4/1991,6/3/2000
39968,Parto,Capobianchi,Senior Engineer,6/3/2000,10/7/2000
39969,Mark,Conia,Senior Staff,7/11/1995,1/1/9999
39969,Mark,Conia,Staff,7/11/1989,7/11/1995
39970,Sachar,Sgarro,Senior Staff,9/10/1993,1/1/9999
39970,Sachar,Sgarro,Staff,9/11/1987,9/10/1993
39971,Odoardo,Antonisse,Senior Staff,10/20/1998,1/1/9999
39971,Odoardo,Antonisse,Staff,10/20/1992,10/20/1998
39973,Pintsang,Lores,Engineer,2/20/1998,9/28/2000
39979,Serenella,Cardazo,Senior Staff,2/10/1991,1/1/9999
39979,Serenella,Cardazo,Staff,2/10/1986,2/10/1991
39980,Valery,Conte,Senior Engineer,4/3/1998,9/1/1998
39981,Renee,Biran,Senior Staff,9/29/1995,1/1/9999
39981,Renee,Biran,Staff,9/28/1988,9/29/1995
39984,Qingxiang,Randt,Senior Engineer,2/10/1992,1/1/9999
39985,Sergi,Perez,Engineer,5/14/1990,5/14/1999
39985,Sergi,Perez,Senior Engineer,5/14/1999,1/1/9999
39988,Anoosh,Spelt,Technique Leader,3/1/1986,1/1/9999
39989,Raimond,Dehkordi,Engineer,4/27/1990,4/27/1998
39989,Raimond,Dehkordi,Senior Engineer,4/27/1998,1/1/9999
39990,Jingling,Katalagarianos,Engineer,7/12/1985,7/12/1992
39990,Jingling,Katalagarianos,Senior Engineer,7/12/1992,1/1/9999
39992,Mohit,Gadepally,Senior Staff,10/5/1995,1/1/9999
39992,Mohit,Gadepally,Staff,10/4/1988,10/5/1995
39995,Marko,Deverell,Senior Engineer,12/4/1988,1/1/9999
39996,Snehasis,Madeira,Staff,2/27/1989,4/17/1990
40000,Nishit,Asser,Technique Leader,8/21/1992,1/1/9999
40004,Anneke,Stiles,Senior Engineer,3/5/1986,11/12/1994
40008,Yucai,Nittel,Senior Staff,7/3/1986,1/1/9999
40010,Mingdong,Ferriere,Engineer,11/19/1987,11/18/1993
40010,Mingdong,Ferriere,Senior Engineer,11/18/1993,1/1/9999
40011,Kazuyasu,Stafford,Engineer,9/24/1985,2/9/1988
40012,Chinhyun,Ozeri,Staff,5/20/1996,1/1/9999
40014,Maha,Meriste,Technique Leader,2/19/1998,1/1/9999
40018,Yongmao,Beidas,Engineer,9/5/1988,9/6/1995
40018,Yongmao,Beidas,Senior Engineer,9/6/1995,1/1/9999
40019,Katsuo,Rodham,Senior Staff,4/8/1991,1/1/9999
40021,Parto,Delgrande,Engineer,8/2/1999,1/1/9999
40022,Duro,Bashian,Senior Staff,10/18/1995,1/1/9999
40022,Duro,Bashian,Staff,10/18/1989,10/18/1995
40023,Ortrun,Asmuth,Engineer,7/14/1985,7/14/1993
40023,Ortrun,Asmuth,Senior Engineer,7/14/1993,1/1/9999
40025,Insup,Isard,Technique Leader,5/25/1988,9/26/1993
40026,Pramod,Masada,Senior Staff,9/20/1997,1/1/9999
40026,Pramod,Masada,Staff,9/20/1989,9/20/1997
40028,Wuxu,Hofman,Technique Leader,11/13/1988,1/1/9999
40029,Aruna,Braccini,Senior Staff,5/22/1996,1/1/9999
40029,Aruna,Braccini,Staff,5/23/1987,5/22/1996
40035,Anyuan,Kleiser,Senior Staff,1/23/1994,1/1/9999
40035,Anyuan,Kleiser,Staff,1/23/1987,1/23/1994
40041,Lijia,Gimarc,Staff,5/29/1998,1/1/9999
40045,Hairong,Czap,Senior Staff,11/3/1994,1/1/9999
40045,Hairong,Czap,Staff,11/3/1985,11/3/1994
40047,Mara,Trogemann,Staff,10/1/1999,11/2/1999
40048,Makato,Cardazo,Staff,3/19/1989,10/26/1992
40052,Fay,Sichman,Senior Staff,11/14/1993,1/1/9999
40057,Ghassan,Kalloufi,Senior Staff,11/6/1995,1/1/9999
40057,Ghassan,Kalloufi,Staff,11/6/1986,11/6/1995
40070,Arco,Schade,Senior Staff,3/24/1996,9/5/1998
40070,Arco,Schade,Staff,3/25/1989,3/24/1996
40072,Morrie,Cmelik,Engineer,7/31/1986,7/30/1992
40072,Morrie,Cmelik,Senior Engineer,7/30/1992,1/1/9999
40073,Iara,Laventhal,Senior Engineer,1/18/1990,1/1/9999
40075,Geoff,Kropatsch,Engineer,7/7/1999,1/1/9999
40087,Vesna,Huttel,Senior Engineer,1/29/1990,1/1/9999
40096,Chanjung,Piazza,Senior Staff,3/19/1996,1/1/9999
40096,Chanjung,Piazza,Staff,3/20/1990,3/19/1996
40103,Arvin,DasSarma,Senior Staff,4/16/1996,1/1/9999
40106,Zdislav,Mukaidono,Senior Staff,10/14/1993,1/1/9999
40106,Zdislav,Mukaidono,Staff,10/14/1986,10/14/1993
40110,Leucio,Choobineh,Staff,12/12/1996,9/17/2000
40113,Rosine,Wissmann,Senior Staff,10/18/1999,1/1/9999
40118,Fen,Uludag,Engineer,10/26/1999,1/1/9999
40119,Rildo,Farrow,Engineer,6/18/1987,6/17/1992
40119,Rildo,Farrow,Senior Engineer,6/17/1992,5/3/1998
40122,Chinya,McConalogue,Engineer,11/26/1991,11/26/1998
40122,Chinya,McConalogue,Senior Engineer,11/26/1998,1/1/9999
40127,Kauko,Callaway,Senior Staff,9/7/1997,1/1/9999
40127,Kauko,Callaway,Staff,9/7/1989,9/7/1997
40129,Divine,Pardalos,Engineer,3/24/1992,3/24/2000
40129,Divine,Pardalos,Senior Engineer,3/24/2000,1/1/9999
40131,Moti,Asser,Senior Engineer,3/8/1987,1/1/9999
40134,Caolyn,Brlek,Technique Leader,12/5/1994,1/1/9999
40137,Conal,Sambasivam,Engineer,12/27/1998,1/1/9999
40144,Uta,Leslie,Senior Staff,11/22/1999,1/1/9999
40144,Uta,Leslie,Staff,11/22/1991,11/22/1999
40147,Padma,Gaughan,Senior Staff,2/17/1985,1/1/9999
40148,Yucai,Solares,Staff,1/2/1999,8/16/1999
40150,Weiyi,Cusworth,Engineer,9/18/1989,9/18/1997
40150,Weiyi,Cusworth,Senior Engineer,9/18/1997,1/1/9999
40156,Dhritiman,Cooman,Senior Staff,8/21/1999,1/1/9999
40156,Dhritiman,Cooman,Staff,8/21/1993,8/21/1999
40158,Ebbe,Penn,Technique Leader,12/27/1998,5/31/2001
40161,Premsyl,Guardalben,Engineer,3/21/1991,3/21/1998
40161,Premsyl,Guardalben,Senior Engineer,3/21/1998,1/1/9999
40165,Cathie,Unni,Staff,4/21/1999,1/1/9999
40168,Miquel,Frezza,Senior Staff,7/13/1994,1/1/9999
40169,Remco,Isaac,Senior Staff,6/7/1997,1/1/9999
40169,Remco,Isaac,Staff,6/7/1988,6/7/1997
40174,Bernd,Billawala,Engineer,7/20/1993,7/20/1999
40174,Bernd,Billawala,Senior Engineer,7/20/1999,1/1/9999
40177,Wilmer,Fortenbacher,Staff,7/3/1997,7/17/1999
40182,Eran,Pepe,Senior Engineer,2/14/1998,1/1/9999
40185,Miyeon,Garnick,Engineer,11/18/1987,11/18/1994
40185,Miyeon,Garnick,Senior Engineer,11/18/1994,1/1/9999
40188,Mansur,Serot,Staff,1/24/1997,1/1/9999
40196,Emdad,Kalorkoti,Staff,6/5/1996,1/1/9999
40203,Rasikan,Pokrovskii,Assistant Engineer,1/29/1997,1/1/9999
40204,Divine,Portugali,Technique Leader,2/23/1996,1/1/9999
40205,Genevieve,Provine,Engineer,7/2/1986,7/1/1992
40205,Genevieve,Provine,Senior Engineer,7/1/1992,1/1/9999
40217,Padma,Shokrollahi,Senior Staff,10/30/1993,1/1/9999
40217,Padma,Shokrollahi,Staff,10/31/1987,10/30/1993
40225,Shakhar,Schieder,Senior Staff,9/28/1994,1/1/9999
40225,Shakhar,Schieder,Staff,9/28/1986,9/28/1994
40226,Hyuncheol,Benantar,Senior Staff,2/14/2000,1/1/9999
40226,Hyuncheol,Benantar,Staff,2/14/1995,2/14/2000
40229,Jamaludin,Sommen,Staff,10/23/1990,6/23/1996
40231,Huei,Weedon,Engineer,7/18/1995,1/1/9999
40232,Junsik,Chorvat,Senior Engineer,4/1/1992,8/12/1994
40238,Ekawit,Hopewell,Staff,4/26/1996,1/1/9999
40240,Frederique,Tokunaga,Staff,6/26/1997,1/1/9999
40244,Saniya,Janetzko,Assistant Engineer,9/21/1987,9/20/1992
40244,Saniya,Janetzko,Engineer,9/20/1992,9/20/1997
40244,Saniya,Janetzko,Senior Engineer,9/20/1997,1/1/9999
40245,Yucai,Bael,Senior Staff,9/18/1994,1/1/9999
40246,Heng,Bugaenko,Senior Engineer,4/30/1991,1/1/9999
40250,Jamaludin,Birta,Engineer,11/25/1998,1/1/9999
40256,Abdelwaheb,Bernardeschi,Staff,8/4/1996,1/1/9999
40259,Mana,Hartvigsen,Senior Staff,11/8/1994,10/10/1996
